command,mean,stddev,median,user,system,min,max,parameter_m
bin/rfft_sorensen_no_lut 5000 8,0.009693703834545453,0.0008919650058669749,0.00919737238,0.00953884909090909,0.0002048181818181818,0.008879053380000002,0.01125988938,8
bin/rfft_sorensen_no_lut 5000 9,0.019924045652727276,0.0011350246885772214,0.019975832380000003,0.01955630363636364,0.0003658909090909091,0.01877673138,0.022278211380000003,9
bin/rfft_sorensen_no_lut 5000 10,0.039178146289090915,0.000265409019187539,0.039144152380000005,0.03898794,0.00021887272727272729,0.03887517738,0.039837310380000004,10
bin/rfft_sorensen_no_lut 5000 11,0.08169701419818182,0.0003364459465554069,0.08162193038,0.08163357636363636,0.00009061818181818181,0.08129989238,0.08234725338,11
bin/rfft_sorensen_no_lut 5000 12,0.1776140108345455,0.00088093098699925,0.17754206538000003,0.17716566727272728,0.0002462909090909091,0.17638054338000003,0.17933636438000003,12
bin/rfft_sorensen_no_lut 5000 13,0.5880896431981819,0.007474178535134404,0.5912711043800001,0.5867490309090909,0.0004871272727272728,0.57465471538,0.59652810438,13
bin/rfft_sorensen_no_lut 5000 14,1.4725679504709093,0.018187466896423657,1.47980785838,1.469293849090909,0.001055072727272727,1.43924804338,1.49905223338,14
bin/rfft_sorensen_no_lut 5000 15,3.5319154808345457,0.05229548176229686,3.52071683938,3.526066758181818,0.0005392545454545454,3.44277175638,3.6116805463799997,15
