command,mean,stddev,median,user,system,min,max,parameter_m
../bin/cooley_tukey_inplace_wlong 5000 10,0.02719633307636364,0.006363337727685343,0.02810737144,0.02797921636363637,0,0.01881969844,0.03692508244,10
../bin/cooley_tukey_inplace_wlong 5000 11,0.050035148258181825,0.006016868186246045,0.04992648844,0.05088194363636364,0,0.04382206144,0.061059445440000006,11
../bin/cooley_tukey_inplace_wlong 5000 12,0.11830624198545454,0.008057513279379896,0.11855703144000002,0.11891758000000001,0,0.10934569444000002,0.13267786743999999,12
../bin/cooley_tukey_inplace_wlong 5000 13,0.27572875316727274,0.006159238819867845,0.27449519144,0.27642794363636364,0,0.26644570344,0.28784409644000003,13
../bin/cooley_tukey_inplace_wlong 5000 14,0.6048640729854546,0.015528796023379287,0.60558672844,0.6049342163636363,0.00007082181818181813,0.58577266444,0.62726884244,14
../bin/cooley_tukey_inplace_wlong 5000 15,1.2623269910763637,0.013337001254323792,1.2635634664400002,1.2611915799999998,0.00018891636363636355,1.23700562144,1.2814710184400002,15
